id,username,ip,transactionTime,startTime,endTime,authorizationID,platform,usernames,day,polygon
209,John Smith,192.168.1.12,09/09/2019 22:30,06/04/2019 20:40,2019-04-09 20:40:23 UTC,DEV-00209-2019,DailyExpress,"62128510, 47504101, 81744149, 21808797, 55224439, 32369555, 17857819, 94789121, 38218113, 70264645, 63499532",Monday,"POLYGON ((-25.5452817, -54.5890256), (-24.5452817,-54.5890256),(-25.5452817, -54.0890256), (-24.5452817,-54.0890256),(-25.5452817,-54.5890256))"
210,John Smith,192.168.1.12,01/11/2019 03:50,20/10/2019 18:47,2019-10-26 18:47:37 UTC,DEV-00210-2019,TheSun,"44648551, 12146427, 66008872, 38993000, 39596641, 36136584, 83685362, 07345243",Friday,"POLYGON ((-21.1393418, -175.204947), (-20.1393418,-175.204947),(-21.1393418, -174.704947), (-20.1393418,-174.704947),(-21.1393418,-175.204947))"
211,John Smith,192.168.1.66,22/03/2019 01:29,29/12/2019 17:35,2019-12-31 17:35:34 UTC,DEV-00211-2019,MailOnline,"50801815, 89797755, 96504358, 39144245",Friday,"POLYGON ((6.2582292, 6.3066585), (7.2582292,6.3066585),(6.2582292, 6.8066585), (7.2582292,6.8066585),(6.2582292,6.3066585))"
212,John Smith,192.168.1.12,10/06/2019 22:25,17/04/2019 12:22,2019-04-20 12:22:09 UTC,DEV-00212-2019,NewYorkTimes,"64958488, 24770256, 76921408, 17989045, 69421042, 44917212",Monday,"POLYGON ((31.50911, 34.94938), (error: no implicit conversion of Fixnum into String,34.94938),(31.50911, error: no implicit conversion of Float into String), (error: no implicit conversion of Fixnum into String,error: no implicit conversion of Float into String),(31.50911,34.94938))"
213,John Smith,192.168.1.12,13/08/2019 04:31,22/09/2019 11:07,2019-09-28 11:07:49 UTC,DEV-00213-2019,TheSun,"57377560, 83288666, 14578566, 69604714, 80239947, 03359960, 98279274, 89856766, 54803944, 48814484, 42593107",Tuesday,"POLYGON ((39.6048507, -7.9965492), (40.6048507,-7.9965492),(39.6048507, -7.4965492), (40.6048507,-7.4965492),(39.6048507,-7.9965492))"
216,John Smith,192.168.1.12,29/07/2019 06:31,03/06/2019 03:34,2019-06-08 03:34:13 UTC,DEV-00216-2019,DailyExpress,"12231483, 59633241, 91273096, 17491457, 45466209, 07112534, 16836551",Monday,"POLYGON ((59.3460413, 18.0639973), (60.3460413,18.0639973),(59.3460413, 18.5639973), (60.3460413,18.5639973),(59.3460413,18.0639973))"
217,John Smith,192.168.1.12,07/02/2019 17:25,08/07/2019 16:51,2019-07-12 16:51:33 UTC,DEV-00217-2019,TheGuardian,"56905563, 41721390, 54848131, 60650104, 14256311, 42991596, 92953442, 20516419",Thursday,"POLYGON ((-27.5703548, -48.62059), (-26.5703548,-48.62059),(-27.5703548, -48.12059), (-26.5703548,-48.12059),(-27.5703548,-48.62059))"
218,John Smith,192.168.1.12,16/08/2019 05:32,14/10/2019 18:30,2019-10-18 18:30:47 UTC,DEV-00218-2019,FinancialTimes,"17147915, 71653088, 81156753, 35834041, 71164429, 05716420, 86371570, 96919267",Friday,"POLYGON ((51.1665287, 26.7693629), (52.1665287,26.7693629),(51.1665287, 27.2693629), (52.1665287,27.2693629),(51.1665287,26.7693629))"
219,John Smith,192.168.1.12,06/11/2019 17:14,05/06/2019 22:26,2019-06-08 22:26:42 UTC,DEV-00219-2019,DailyExpress,"75880177, 55922827, 81477217, 47987533, 41257718, 68889743, 33225717",Wednesday,"POLYGON ((-6.8380623, 111.9701346), (-5.8380623,111.9701346),(-6.8380623, 112.4701346), (-5.8380623,112.4701346),(-6.8380623,111.9701346))"
220,John Smith,192.168.1.12,03/07/2019 10:26,19/03/2019 10:44,2019-03-22 10:44:54 UTC,DEV-00220-2019,WashingtonPost,"05924425, 18156823, 01898501, 15684837, 73755374, 90762171, 73057331, 82211644, 65910967",Wednesday,"POLYGON ((-6.3207152, -47.7834888), (-5.3207152,-47.7834888),(-6.3207152, -47.2834888), (-5.3207152,-47.2834888),(-6.3207152,-47.7834888))"
221,John Smith,192.168.1.12,24/01/2020 01:01,22/05/2019 19:02,2019-05-24 19:02:46 UTC,DEV-00221-2019,MailOnline,"04202337, 29963323, 42583416, 58173727, 60490426",Friday,"POLYGON ((-7.6839, 107.9651), (error: no implicit conversion of Fixnum into String,107.9651),(-7.6839, error: no implicit conversion of Float into String), (error: no implicit conversion of Fixnum into String,error: no implicit conversion of Float into String),(-7.6839,107.9651))"
222,John Smith,192.168.1.12,13/11/2019 11:53,06/06/2019 20:19,2019-06-10 20:19:30 UTC,DEV-00222-2019,MailOnline,"30714680, 72721516, 73196426, 80511346, 28265174",Wednesday,"POLYGON ((49.7291343, 18.2354187), (50.7291343,18.2354187),(49.7291343, 18.7354187), (50.7291343,18.7354187),(49.7291343,18.2354187))"
223,John Smith,192.168.1.47,30/04/2019 00:54,26/02/2019 04:47,2019-03-01 04:47:20 UTC,DEV-00223-2019,WashingtonPost,94422954,Tuesday,"POLYGON ((17.9567646, -102.1943485), (18.9567646,-102.1943485),(17.9567646, -101.6943485), (18.9567646,-101.6943485),(17.9567646,-102.1943485))"
224,John Smith,192.168.1.12,19/04/2019 03:16,08/05/2019 08:55,2019-05-14 08:55:04 UTC,DEV-00224-2019,TheSun,"65577089, 13822164, 23130977, 59817158, 44222834, 02281334",Friday,"POLYGON ((40.2278236, -8.5382163), (41.2278236,-8.5382163),(40.2278236, -8.0382163), (41.2278236,-8.0382163),(40.2278236,-8.5382163))"
225,John Smith,192.168.1.12,22/10/2019 03:11,23/02/2019 23:47,2019-02-26 23:47:33 UTC,DEV-00225-2019,FinancialTimes,"77287086, 78524810, 98810523, 61041151, 17751060, 27423387, 67634208, 27470931, 11727129",Tuesday,"POLYGON ((24.1573777, 89.0581674), (25.1573777,89.0581674),(24.1573777, 89.5581674), (25.1573777,89.5581674),(24.1573777,89.0581674))"
226,John Smith,192.168.1.12,09/01/2020 02:27,30/09/2019 01:23,2019-10-06 01:23:58 UTC,DEV-00226-2019,FinancialTimes,"89999001, 24988584, 75911833",Thursday,"POLYGON ((9.3295342, 124.6133794), (10.3295342,124.6133794),(9.3295342, 125.1133794), (10.3295342,125.1133794),(9.3295342,124.6133794))"
228,John Smith,192.168.1.12,15/08/2019 11:44,19/10/2019 12:24,2019-10-22 12:24:42 UTC,DEV-00228-2019,DailyExpress,"92845354, 81398192, 48978599, 99613216, 75510459, 65997999, 68181762, 92108906, 71823201, 90867322",Thursday,"POLYGON ((45.1159196, 37.4153937), (46.1159196,37.4153937),(45.1159196, 37.9153937), (46.1159196,37.9153937),(45.1159196,37.4153937))"
230,John Smith,192.168.1.12,04/07/2019 05:37,01/02/2020 12:57,2020-02-03 12:57:25 UTC,DEV-00230-2019,NewYorkTimes,"17862558, 28721693, 83129993, 18577162, 66244369, 74505238, 22114935, 53448256",Thursday,"POLYGON ((41.5656638, -6.6207078), (42.5656638,-6.6207078),(41.5656638, -6.1207078), (42.5656638,-6.1207078),(41.5656638,-6.6207078))"
231,John Smith,192.168.1.12,01/04/2019 16:12,31/07/2019 22:21,2019-08-02 22:21:41 UTC,DEV-00231-2019,FinancialTimes,"39257402, 24019438, 03224410, 38071910, 49590328, 97292050, 55921917",Monday,"POLYGON ((31.45571, 34.43719), (error: no implicit conversion of Fixnum into String,34.43719),(31.45571, error: no implicit conversion of Float into String), (error: no implicit conversion of Fixnum into String,error: no implicit conversion of Float into String),(31.45571,34.43719))"
232,John Smith,192.168.1.66,10/07/2019 08:14,07/08/2019 10:31,2019-08-12 10:31:00 UTC,DEV-00232-2019,MailOnline,"71253902, 08898628, 20698674, 72412438, 65978822, 46791223, 31982364",Wednesday,"POLYGON ((-27.5571934, -53.9759139), (-26.5571934,-53.9759139),(-27.5571934, -53.4759139), (-26.5571934,-53.4759139),(-27.5571934,-53.9759139))"
233,John Smith,192.168.1.12,03/05/2019 23:20,25/06/2019 21:23,2019-07-01 21:23:40 UTC,DEV-00233-2019,TheSun,"32710228, 80001220, 07875064, 27538803",Friday,"POLYGON ((19.4344475, -99.1532952), (20.4344475,-99.1532952),(19.4344475, -98.6532952), (20.4344475,-98.6532952),(19.4344475,-99.1532952))"
234,John Smith,192.168.1.12,09/08/2019 03:12,04/07/2019 02:15,2019-07-10 02:15:36 UTC,DEV-00234-2019,NewYorkTimes,"45645492, 75408479, 41476565, 51305247, 82244667, 06297459, 55326732, 52498227, 81281779",Friday,"POLYGON ((32.225262, 35.070676), (33.225262,35.070676),(32.225262, 35.570676), (33.225262,35.570676),(32.225262,35.070676))"
240,Joseph Doherty,192.168.1.12,26/02/2019 12:45,26/02/2019 14:50,2019-02-28 14:50:38 UTC,DEV-00240-2019,TheGuardian,67439433,Tuesday,"POLYGON ((42.6503176, 77.0852258), (43.6503176,77.0852258),(42.6503176, 77.5852258), (43.6503176,77.5852258),(42.6503176,77.0852258))"
243,John Smith,192.168.1.12,12/03/2019 21:47,17/04/2019 12:56,2019-04-20 12:56:05 UTC,DEV-00243-2019,TheGuardian,"95462388, 26297298, 05409470",Tuesday,"POLYGON ((-20.0744053, 57.6481549), (-19.0744053,57.6481549),(-20.0744053, 58.1481549), (-19.0744053,58.1481549),(-20.0744053,57.6481549))"
244,John Smith,192.168.1.12,03/12/2019 12:26,19/06/2019 17:27,2019-06-25 17:27:03 UTC,DEV-00244-2019,TheSun,"91268713, 77412708, 63743285",Tuesday,"POLYGON ((30.66044, 120.013991), (31.66044,120.013991),(30.66044, 120.513991), (31.66044,120.513991),(30.66044,120.013991))"
245,John Smith,192.168.1.12,30/07/2019 23:37,02/05/2019 13:19,2019-05-05 13:19:35 UTC,DEV-00245-2019,FinancialTimes,"63209996, 49490134",Tuesday,"POLYGON ((-3.7836515, 136.7865516), (-2.7836515,136.7865516),(-3.7836515, 137.2865516), (-2.7836515,137.2865516),(-3.7836515,136.7865516))"
246,John Smith,192.168.1.47,10/07/2019 05:54,03/01/2020 09:51,2020-01-08 09:51:52 UTC,DEV-00246-2019,FinancialTimes,"72096928, 75125721",Wednesday,"POLYGON ((-6.7128814, 106.838158), (-5.7128814,106.838158),(-6.7128814, 107.338158), (-5.7128814,107.338158),(-6.7128814,106.838158))"
248,John Smith,192.168.1.12,08/04/2019 11:32,27/03/2019 10:08,2019-03-31 10:08:34 UTC,DEV-00248-2019,WashingtonPost,"66101693, 68000592, 81646654, 98467448, 86683083, 73852666",Monday,"POLYGON ((27.855928, 113.173487), (28.855928,113.173487),(27.855928, 113.673487), (28.855928,113.673487),(27.855928,113.173487))"
249,John Smith,192.168.1.12,30/10/2019 20:54,13/06/2019 07:44,2019-06-17 07:44:37 UTC,DEV-00249-2019,FinancialTimes,"17767770, 83754098, 15379932, 66742506, 73940683, 41350212",Wednesday,"POLYGON ((52.2597944, 21.94731), (53.2597944,21.94731),(52.2597944, 22.44731), (53.2597944,22.44731),(52.2597944,21.94731))"
250,John Smith,192.168.1.12,18/04/2019 17:25,21/09/2019 19:19,2019-09-24 19:19:49 UTC,DEV-00250-2019,TheTimes,"61347084, 01078311, 01296066, 97907234, 38193835, 10711457, 74748034, 93208997, 35397469",Thursday,"POLYGON ((36.71041, 99.763005), (37.71041,99.763005),(36.71041, 100.263005), (37.71041,100.263005),(36.71041,99.763005))"
251,John Smith,192.168.1.47,20/03/2019 22:34,26/02/2019 11:48,2019-03-04 11:48:36 UTC,DEV-00251-2019,DailyExpress,"37985284, 23017889, 52430289, 97674488",Wednesday,"POLYGON ((36.809895, 116.428916), (37.809895,116.428916),(36.809895, 116.928916), (37.809895,116.928916),(36.809895,116.428916))"
252,John Smith,192.168.1.66,29/10/2019 07:00,01/01/2020 00:55,2020-01-03 00:55:25 UTC,DEV-00252-2019,WashingtonPost,"16962410, 54751045, 90074666, 91511933, 74381209, 58971080",Tuesday,"POLYGON ((41.87507, 21.87599), (error: no implicit conversion of Fixnum into String,21.87599),(41.87507, error: no implicit conversion of Float into String), (error: no implicit conversion of Fixnum into String,error: no implicit conversion of Float into String),(41.87507,21.87599))"
253,Joseph Doherty,192.168.1.66,11/03/2019 06:19,07/12/2019 07:03,2019-12-11 07:03:22 UTC,DEV-00253-2019,FinancialTimes,"79697507, 27758450, 51397556, 61543450, 85254624, 65963230",Monday,"POLYGON ((-8.4447, 123.4715), (error: no implicit conversion of Fixnum into String,123.4715),(-8.4447, error: no implicit conversion of Float into String), (error: no implicit conversion of Fixnum into String,error: no implicit conversion of Float into String),(-8.4447,123.4715))"
254,John Smith,192.168.1.12,11/10/2019 21:13,16/01/2020 05:17,2020-01-20 05:17:34 UTC,DEV-00254-2019,WashingtonPost,"70409582, 57880722, 60471829",Friday,"POLYGON ((43.2900441, 45.3024464), (44.2900441,45.3024464),(43.2900441, 45.8024464), (44.2900441,45.8024464),(43.2900441,45.3024464))"
256,John Smith,192.168.1.12,07/08/2019 11:26,13/11/2019 21:34,2019-11-18 21:34:45 UTC,DEV-00256-2019,NewYorkTimes,"76859779, 23572582, 51684824, 06077188, 38765806, 76572709, 29793883, 91686005",Wednesday,"POLYGON ((48.5004939, 39.0489509), (49.5004939,39.0489509),(48.5004939, 39.5489509), (49.5004939,39.5489509),(48.5004939,39.0489509))"
257,John Smith,192.168.1.47,16/05/2019 18:59,25/10/2019 04:39,2019-10-27 04:39:36 UTC,DEV-00257-2019,WashingtonPost,"94810456, 10798648, 54664914, 49043791, 82416956, 06399462, 46381782",Thursday,"POLYGON ((42.741005, 123.355701), (43.741005,123.355701),(42.741005, 123.855701), (43.741005,123.855701),(42.741005,123.355701))"
258,John Smith,192.168.1.12,27/05/2019 09:40,01/04/2019 04:50,2019-04-07 04:50:59 UTC,DEV-00258-2019,WashingtonPost,"30507683, 28021638, 58217157, 08978382, 05586830",Monday,"POLYGON ((50.3399747, 22.9892667), (51.3399747,22.9892667),(50.3399747, 23.4892667), (51.3399747,23.4892667),(50.3399747,22.9892667))"
259,John Smith,192.168.1.12,19/04/2019 13:46,15/08/2019 01:52,2019-08-20 01:52:34 UTC,DEV-00259-2019,MailOnline,"49804857, 41138154, 95533557, 87130200, 12305379, 15283731, 61832033, 55320157, 25437172",Friday,"POLYGON ((49.8151822, 19.3771749), (50.8151822,19.3771749),(49.8151822, 19.8771749), (50.8151822,19.8771749),(49.8151822,19.3771749))"
260,John Smith,192.168.1.12,23/07/2019 05:46,29/09/2019 21:55,2019-10-04 21:55:14 UTC,DEV-00260-2019,WashingtonPost,"78197248, 82899321, 75601437, 88909430, 91248492, 70490460, 96852482, 58882173, 87800649, 07753118, 33308413",Tuesday,"POLYGON ((6.3049636, 7.5626411), (7.3049636,7.5626411),(6.3049636, 8.0626411), (7.3049636,8.0626411),(6.3049636,7.5626411))"
261,John Smith,192.168.1.12,31/07/2019 18:08,07/11/2019 07:40,2019-11-09 07:40:56 UTC,DEV-00261-2019,TheTimes,"86577510, 08845085, 24925987, 97985288, 47845030, 51530690, 86484123, 24923922, 05655939, 78086694",Wednesday,"POLYGON ((37.2484774, 138.4445735), (38.2484774,138.4445735),(37.2484774, 138.9445735), (38.2484774,138.9445735),(37.2484774,138.4445735))"
262,John Smith,192.168.1.12,29/11/2019 16:44,16/08/2019 19:40,2019-08-20 19:40:42 UTC,DEV-00262-2019,TheSun,"03309571, 40329008, 90387765, 23303675, 34063979, 46782397",Friday,"POLYGON ((54.3886617, -1.555363), (55.3886617,-1.555363),(54.3886617, -1.055363), (55.3886617,-1.055363),(54.3886617,-1.555363))"
265,John Smith,192.168.1.12,31/05/2019 21:08,21/07/2019 11:08,2019-07-23 11:08:43 UTC,DEV-00265-2019,TheGuardian,"23792117, 75546656, 02826305, 19984638, 12838024, 15171606, 63901931",Friday,"POLYGON ((39.0345609, -94.5521274), (40.0345609,-94.5521274),(39.0345609, -94.0521274), (40.0345609,-94.0521274),(39.0345609,-94.5521274))"
266,John Smith,192.168.1.12,15/04/2019 20:41,16/03/2019 06:04,2019-03-20 06:04:23 UTC,DEV-00266-2019,TheSun,"03330940, 76033362, 96274018",Monday,"POLYGON ((50.64274, 15.2540856), (51.64274,15.2540856),(50.64274, 15.7540856), (51.64274,15.7540856),(50.64274,15.2540856))"
267,John Smith,192.168.1.12,08/03/2019 07:00,05/12/2019 03:34,2019-12-11 03:34:05 UTC,DEV-00267-2019,DailyExpress,"24320936, 99786198, 82368383, 94613477, 89533910, 87387861, 23834462, 93795237, 65674964",Friday,"POLYGON ((45.53338, -73.21585), (error: no implicit conversion of Fixnum into String,-73.21585),(45.53338, error: no implicit conversion of Float into String), (error: no implicit conversion of Fixnum into String,error: no implicit conversion of Float into String),(45.53338,-73.21585))"
268,John Smith,192.168.1.12,20/09/2019 21:26,16/08/2019 00:17,2019-08-19 00:17:16 UTC,DEV-00268-2019,NewYorkTimes,"47604548, 60687593, 88883302, 23371908, 70653724, 97473758, 54907637, 63832834, 41764326, 83121067, 18639851",Friday,"POLYGON ((29.051304, 111.546653), (30.051304,111.546653),(29.051304, 112.046653), (30.051304,112.046653),(29.051304,111.546653))"
270,John Smith,192.168.1.12,26/09/2019 17:51,24/01/2020 02:19,2020-01-30 02:19:03 UTC,DEV-00270-2019,TheSun,"36578066, 80183073, 52271824",Thursday,"POLYGON ((24.629264, 118.041444), (25.629264,118.041444),(24.629264, 118.541444), (25.629264,118.541444),(24.629264,118.041444))"
271,John Smith,192.168.1.55,06/03/2019 15:46,24/10/2019 14:01,2019-10-27 14:01:15 UTC,DEV-00271-2019,DailyExpress,"34493124, 95134262, 27891959, 03118789, 49535754",Wednesday,"POLYGON ((-26.6119534, -49.0075714), (-25.6119534,-49.0075714),(-26.6119534, -48.5075714), (-25.6119534,-48.5075714),(-26.6119534,-49.0075714))"
272,John Smith,192.168.1.12,19/02/2019 17:12,07/06/2019 10:50,2019-06-09 10:50:18 UTC,DEV-00272-2019,NewYorkTimes,"75928293, 14348411, 08719235, 97083812, 89932069, 55516942, 06237191, 35498436, 86378631",Tuesday,"POLYGON ((23.119172, 113.202334), (24.119172,113.202334),(23.119172, 113.702334), (24.119172,113.702334),(23.119172,113.202334))"
273,Joseph Doherty,192.168.1.55,06/12/2019 04:07,12/03/2019 13:56,2019-03-14 13:56:25 UTC,DEV-00273-2019,DailyExpress,27030888,Friday,"POLYGON ((-4.4375425, 102.9090191), (-3.4375425,102.9090191),(-4.4375425, 103.4090191), (-3.4375425,103.4090191),(-4.4375425,102.9090191))"
274,John Smith,192.168.1.12,26/11/2019 18:03,21/10/2019 09:57,2019-10-25 09:57:33 UTC,DEV-00274-2019,FinancialTimes,"57327825, 27189196, 71608408, 29921226, 57457980, 18804507, 42526662",Tuesday,"POLYGON ((50.6227967, 16.4623415), (51.6227967,16.4623415),(50.6227967, 16.9623415), (51.6227967,16.9623415),(50.6227967,16.4623415))"
275,John Smith,192.168.1.12,10/10/2019 12:28,12/11/2019 07:50,2019-11-17 07:50:35 UTC,DEV-00275-2019,WashingtonPost,"67657853, 94471289, 95695322, 93663581, 26921706, 22207909",Thursday,"POLYGON ((36.6589921, 138.1877051), (37.6589921,138.1877051),(36.6589921, 138.6877051), (37.6589921,138.6877051),(36.6589921,138.1877051))"
277,John Smith,192.168.1.12,11/03/2019 05:20,30/10/2019 02:04,2019-11-03 02:04:36 UTC,DEV-00277-2019,NewYorkTimes,"42384995, 36297672, 71893057, 82211818, 59504870, 53125390",Monday,"POLYGON ((-8.7334983, 121.7508912), (-7.7334983,121.7508912),(-8.7334983, 122.2508912), (-7.7334983,122.2508912),(-8.7334983,121.7508912))"
278,John Smith,192.168.1.12,29/01/2020 14:13,15/03/2019 06:10,2019-03-19 06:10:39 UTC,DEV-00278-2019,WashingtonPost,"81490464, 09991890, 55571183, 36845984, 89770091, 45298667, 26510618, 32195058",Wednesday,"POLYGON ((59.4744985, 18.3007988), (60.4744985,18.3007988),(59.4744985, 18.8007988), (60.4744985,18.8007988),(59.4744985,18.3007988))"
279,John Smith,192.168.1.12,08/08/2019 08:37,07/02/2019 07:48,2019-02-09 07:48:46 UTC,DEV-00279-2019,WashingtonPost,"36739610, 61552339, 00689290, 91781615, 75933643, 50749455, 33733932",Thursday,"POLYGON ((63.8436672, 20.3049868), (64.8436672,20.3049868),(63.8436672, 20.8049868), (64.8436672,20.8049868),(63.8436672,20.3049868))"
282,John Smith,192.168.1.12,30/09/2019 03:09,05/01/2020 15:19,2020-01-11 15:19:24 UTC,DEV-00282-2019,NewYorkTimes,"62870786, 68245230, 50118551, 79804902, 98198447",Monday,"POLYGON ((39.975999, 116.317558), (40.975999,116.317558),(39.975999, 116.817558), (40.975999,116.817558),(39.975999,116.317558))"
284,John Smith,192.168.1.12,10/04/2019 11:06,13/03/2019 21:45,2019-03-19 21:45:01 UTC,DEV-00284-2019,DailyExpress,"54444777, 00527856, 84289702",Wednesday,"POLYGON ((-19.0152673, -57.6594997), (-18.0152673,-57.6594997),(-19.0152673, -57.1594997), (-18.0152673,-57.1594997),(-19.0152673,-57.6594997))"
285,John Smith,192.168.1.12,14/01/2020 13:53,24/09/2019 20:39,2019-09-29 20:39:47 UTC,DEV-00285-2019,DailyExpress,"94702294, 49491481, 33112246, 09754621, 16979582, 16882945, 28949864, 87443155, 29499481, 67513644",Tuesday,"POLYGON ((30.20856, 120.211816), (31.20856,120.211816),(30.20856, 120.711816), (31.20856,120.711816),(30.20856,120.211816))"
286,John Smith,192.168.1.12,18/03/2019 15:31,21/03/2019 00:49,2019-03-25 00:49:53 UTC,DEV-00286-2019,NewYorkTimes,"32088604, 66572102",Monday,"POLYGON ((-34.6809602, -58.694037), (-33.6809602,-58.694037),(-34.6809602, -58.194037), (-33.6809602,-58.194037),(-34.6809602,-58.694037))"
287,John Smith,192.168.1.12,16/09/2019 03:42,05/03/2019 11:25,2019-03-08 11:25:17 UTC,DEV-00287-2019,TheSun,"23180219, 60620803, 89765290, 50346286, 34294997, 44742000, 41660924, 02809605, 82682857",Monday,"POLYGON ((18.7853577, 99.0184183), (19.7853577,99.0184183),(18.7853577, 99.5184183), (19.7853577,99.5184183),(18.7853577,99.0184183))"
288,John Smith,192.168.1.12,11/09/2019 11:03,26/10/2019 09:03,2019-10-28 09:03:38 UTC,DEV-00288-2019,DailyExpress,48826796,Wednesday,"POLYGON ((-6.2140375, 106.8311173), (-5.2140375,106.8311173),(-6.2140375, 107.3311173), (-5.2140375,107.3311173),(-6.2140375,106.8311173))"
289,John Smith,192.168.1.55,13/12/2019 03:34,05/04/2019 22:20,2019-04-10 22:20:41 UTC,DEV-00289-2019,TheGuardian,"51519497, 26274033, 91735161, 42832140, 54969252, 76510613, 18395324",Friday,"POLYGON ((41.9662209, 23.0756589), (42.9662209,23.0756589),(41.9662209, 23.5756589), (42.9662209,23.5756589),(41.9662209,23.0756589))"
292,John Smith,192.168.1.47,30/10/2019 15:58,11/09/2019 20:41,2019-09-14 20:41:39 UTC,DEV-00292-2019,TheTimes,"54787518, 45006581, 11033096",Wednesday,"POLYGON ((13.9755122, -89.217002), (14.9755122,-89.217002),(13.9755122, -88.717002), (14.9755122,-88.717002),(13.9755122,-89.217002))"
293,John Smith,192.168.1.12,31/05/2019 14:31,27/02/2019 10:39,2019-03-01 10:39:34 UTC,DEV-00293-2019,MailOnline,"74487602, 85165395, 78172463, 26057473, 30754182, 27185960, 62303596",Friday,"POLYGON ((0.0208039, -51.0678473), (1.0208039,-51.0678473),(0.0208039, -50.5678473), (1.0208039,-50.5678473),(0.0208039,-51.0678473))"
295,John Smith,192.168.1.12,22/03/2019 20:08,24/12/2019 19:49,2019-12-28 19:49:51 UTC,DEV-00295-2019,DailyExpress,"06109461, 68509464, 27614215",Friday,"POLYGON ((25.112046, 99.161761), (26.112046,99.161761),(25.112046, 99.661761), (26.112046,99.661761),(25.112046,99.161761))"
296,John Smith,192.168.1.47,05/07/2019 13:59,17/07/2019 10:50,2019-07-22 10:50:50 UTC,DEV-00296-2019,DailyExpress,"40911706, 67333933, 07457334, 85087899, 65020431, 49358187, 19476181, 06964747, 75464921, 83355718",Friday,"POLYGON ((26.715349, 113.271114), (27.715349,113.271114),(26.715349, 113.771114), (27.715349,113.771114),(26.715349,113.271114))"
297,John Smith,192.168.1.12,16/09/2019 17:45,04/02/2020 05:53,2020-02-10 05:53:38 UTC,DEV-00297-2019,TheGuardian,32174228,Monday,"POLYGON ((31.556273, 115.004962), (32.556273,115.004962),(31.556273, 115.504962), (32.556273,115.504962),(31.556273,115.004962))"
298,John Smith,192.168.1.12,13/08/2019 08:09,24/03/2019 16:41,2019-03-27 16:41:42 UTC,DEV-00298-2019,WashingtonPost,18009194,Tuesday,"POLYGON ((27.33699, 112.341117), (28.33699,112.341117),(27.33699, 112.841117), (28.33699,112.841117),(27.33699,112.341117))"
299,Luke Dormer,192.168.1.47,14/05/2019 16:51,16/07/2019 06:46,2019-07-21 06:46:28 UTC,DEV-00299-2019,TheSun,"88212928, 48403833",Tuesday,"POLYGON ((37.8334351, 23.802873), (38.8334351,23.802873),(37.8334351, 24.302873), (38.8334351,24.302873),(37.8334351,23.802873))"
300,John Smith,192.168.1.12,29/07/2019 21:39,31/03/2019 23:35,2019-04-03 23:35:27 UTC,DEV-00300-2019,FinancialTimes,"09327574, 81130885, 16659016, 21767235, 64573357, 34761167",Monday,"POLYGON ((10.711091, 122.3254206), (11.711091,122.3254206),(10.711091, 122.8254206), (11.711091,122.8254206),(10.711091,122.3254206))"
302,Luke Dormer,192.168.1.12,09/10/2019 16:33,16/11/2019 17:28,2019-11-21 17:28:14 UTC,DEV-00302-2019,FinancialTimes,"00973008, 38830566, 85625637",Wednesday,"POLYGON ((-26.3517681, 27.3914185), (-25.3517681,27.3914185),(-26.3517681, 27.8914185), (-25.3517681,27.8914185),(-26.3517681,27.3914185))"
303,John Smith,192.168.1.55,26/04/2019 13:43,09/08/2019 10:17,2019-08-13 10:17:45 UTC,DEV-00303-2019,FinancialTimes,"09390978, 85328496, 67648466, 41790162, 51261110",Friday,"POLYGON ((-6.7515973, 107.9287898), (-5.7515973,107.9287898),(-6.7515973, 108.4287898), (-5.7515973,108.4287898),(-6.7515973,107.9287898))"
304,John Smith,192.168.1.12,24/04/2019 11:26,10/04/2019 14:06,2019-04-12 14:06:49 UTC,DEV-00304-2019,WashingtonPost,"08163425, 17675978, 15465011, 96664553, 70693239",Wednesday,"POLYGON ((32.1018288, 72.7912031), (33.1018288,72.7912031),(32.1018288, 73.2912031), (33.1018288,73.2912031),(32.1018288,72.7912031))"
308,John Smith,192.168.1.12,14/06/2019 17:38,23/12/2019 11:02,2019-12-27 11:02:22 UTC,DEV-00308-2019,TheTimes,6173793,Friday,"POLYGON ((31.295228, 34.333152), (32.295228,34.333152),(31.295228, 34.833152), (32.295228,34.833152),(31.295228,34.333152))"
309,John Smith,192.168.1.55,30/04/2019 12:57,14/05/2019 00:42,2019-05-17 00:42:35 UTC,DEV-00309-2019,TheGuardian,"10087901, 94122906, 94059001, 81750928, 00141088, 75278825",Tuesday,"POLYGON ((10.8909284, 13.6275894), (11.8909284,13.6275894),(10.8909284, 14.1275894), (11.8909284,14.1275894),(10.8909284,13.6275894))"
311,John Smith,192.168.1.12,19/07/2019 22:54,16/06/2019 12:42,2019-06-22 12:42:26 UTC,DEV-00311-2019,TheSun,"01801365, 13093613, 83296668, 73863575, 51691430, 36246062, 71855194",Friday,"POLYGON ((50.893024, 18.0313123), (51.893024,18.0313123),(50.893024, 18.5313123), (51.893024,18.5313123),(50.893024,18.0313123))"
312,John Smith,192.168.1.12,06/09/2019 19:21,29/05/2019 13:14,2019-06-01 13:14:48 UTC,DEV-00312-2019,DailyExpress,84030657,Friday,"POLYGON ((-6.6998601, 111.0967118), (-5.6998601,111.0967118),(-6.6998601, 111.5967118), (-5.6998601,111.5967118),(-6.6998601,111.0967118))"
